incident_id,shipment_id,tracking_number,carrier,origin,destination,incident_type,severity_level,incident_status,incident_date,delay_hours,weather_condition,traffic_level,route_risk_score,estimated_financial_loss_cad,resolution_action,resolution_time_hours,warehouse_id,driver_id
INC011597,SHP014078,TRK8166197598,Purolator,Ottawa,Toronto,Failed Delivery Attempt,Low,Resolved,2026-03-06 10:00:00,1,Clear,Medium,8.28,2009.12,Route Reassigned,6,WH-MTL-002,DRV00152
INC003512,SHP030524,TRK1177378722,UPS,Vancouver,Kelowna,Damaged Shipment,Medium,Resolved,2026-04-03 18:00:00,1,Rain,Medium,18.77,1559.15,Driver Reassigned,73,WH-TOR-001,DRV01832
INC000169,SHP090310,TRK9338424661,Canada Post,Halifax,Moncton,Warehouse Processing Delay,High,Resolved,2026-03-06 10:00:00,1,Storm,Medium,36.28,576.6,Carrier Investigation,37,WH-HFX-003,DRV00098
INC011460,SHP006138,TRK6821898566,DHL,Ottawa,Toronto,Weather Delay,Medium,Open,2026-04-06 01:00:00,2,Cloudy,Low,7.8,1114.21,Delivery Rescheduled,75,WH-MTL-002,DRV01386
INC023673,SHP087755,TRK3876737708,Canada Post,Calgary,Edmonton,Customs Hold,High,Resolved,2026-03-25 06:00:00,48,Clear,Low,28.45,791.77,Shipment Reprocessed,78,WH-TOR-001,DRV00310
INC006101,SHP066434,TRK7390774041,FedEx,Ottawa,Toronto,Warehouse Processing Delay,Low,Resolved,2026-01-05 04:00:00,72,Clear,Low,31.25,783.94,Shipment Reprocessed,25,WH-HFX-003,DRV02030
INC013175,SHP063980,TRK9505432180,UPS,Halifax,Moncton,Customs Hold,High,Open,2026-04-10 18:00:00,4,Clear,Medium,9.85,689.1,Warehouse Escalation,59,WH-VAN-005,DRV01693
INC011618,SHP016123,TRK1257720151,FedEx,Calgary,Edmonton,Lost Package,Low,Resolved,2026-01-06 20:00:00,4,Clear,Medium,9.85,1287.93,Shipment Reprocessed,58,WH-HFX-003,DRV00278
INC000291,SHP054770,TRK7511480380,Canada Post,Toronto,Montreal,Warehouse Processing Delay,Medium,Resolved,2026-03-07 13:00:00,0,Storm,High,43.25,1817.48,Delivery Rescheduled,68,WH-OTT-006,DRV01498
INC003321,SHP003736,TRK1590100580,DHL,Vancouver,Kelowna,Traffic Disruption,Medium,Escalated,2026-04-28 22:00:00,2,Rain,Medium,19.3,1153.02,Carrier Investigation,7,WH-HFX-003,DRV01740
INC014117,SHP050294,TRK5762163171,DHL,Calgary,Edmonton,Warehouse Processing Delay,Low,Under Investigation,2026-04-14 06:00:00,8,Rain,High,29.95,1499.42,Carrier Investigation,58,WH-TOR-001,DRV00607
INC016124,SHP071535,TRK4553455267,UPS,Toronto,Montreal,Failed Delivery Attempt,Low,Resolved,2026-03-30 11:00:00,4,Clear,Low,5.35,1286.85,Driver Reassigned,66,WH-TOR-001,DRV00091
INC006474,SHP043023,TRK9582237869,Purolator,Halifax,Moncton,Damaged Shipment,Medium,Resolved,2026-05-16 21:00:00,4,Clear,Medium,9.85,1664.8,Driver Reassigned,79,WH-OTT-006,DRV01645
INC002777,SHP014137,TRK1689120490,Canada Post,Toronto,Montreal,Warehouse Processing Delay,Medium,Open,2026-02-19 16:00:00,72,Clear,Low,31.25,762.13,Warehouse Escalation,89,WH-CGY-004,DRV00198
INC017338,SHP052612,TRK6490610057,DHL,Halifax,Moncton,Address Issue,Medium,Resolved,2026-02-24 08:00:00,72,Clear,Medium,35.75,2290.97,Driver Reassigned,61,WH-VAN-005,DRV01500
INC016854,SHP050475,TRK3268552460,FedEx,Ottawa,Toronto,Weather Delay,Medium,Under Investigation,2026-05-10 16:00:00,48,Fog,High,54.45,241.56,Route Reassigned,89,WH-TOR-001,DRV00190
INC005037,SHP087000,TRK8369844231,UPS,Toronto,Montreal,Damaged Shipment,Medium,Resolved,2026-03-28 18:00:00,4,Snow,High,36.6,1151.5,Delivery Rescheduled,32,WH-HFX-003,DRV00124
INC013459,SHP003222,TRK5661689829,DHL,Calgary,Edmonton,Customs Hold,Low,Resolved,2026-05-25 21:00:00,2,Clear,Low,4.3,226.32,Delivery Rescheduled,48,WH-VAN-005,DRV01876
INC004059,SHP006250,TRK2825161779,FedEx,Calgary,Edmonton,Warehouse Processing Delay,High,Under Investigation,2026-03-19 07:00:00,4,Clear,Medium,9.85,1423.84,Driver Reassigned,41,WH-HFX-003,DRV01730
INC015972,SHP037218,TRK5050135502,Purolator,Ottawa,Toronto,Weather Delay,Low,Resolved,2026-02-21 12:00:00,1,Rain,Low,14.28,1960.3,Route Reassigned,24,WH-TOR-001,DRV02260
INC000227,SHP054025,TRK1309459757,UPS,Toronto,Montreal,Address Issue,High,Resolved,2026-05-03 21:00:00,2,Clear,Medium,8.8,1969.39,Shipment Reprocessed,8,WH-VAN-005,DRV00130
INC005100,SHP021665,TRK3970563608,DHL,Ottawa,Toronto,Lost Package,Low,Resolved,2026-06-19 05:00:00,8,Clear,High,19.45,951.63,Driver Reassigned,8,WH-CGY-004,DRV02178
INC021517,SHP042431,TRK4463452351,UPS,Toronto,Montreal,Damaged Shipment,Low,Resolved,2026-03-26 23:00:00,2,Cloudy,Low,7.8,1756.6,Customer Notified,95,WH-VAN-005,DRV00059
INC008197,SHP036090,TRK7388582365,UPS,Ottawa,Toronto,Address Issue,Low,Resolved,2026-04-03 23:00:00,2,Cloudy,Medium,12.3,219.22,Carrier Investigation,86,WH-VAN-005,DRV00418
INC007409,SHP062063,TRK3575423648,FedEx,Toronto,Montreal,Lost Package,Low,Open,2026-02-20 20:00:00,12,Clear,High,21.55,1369.97,Driver Reassigned,86,WH-TOR-001,DRV01647
INC015424,SHP082677,TRK1373772879,DHL,Ottawa,Toronto,Traffic Disruption,Low,Resolved,2026-02-11 01:00:00,48,Clear,High,40.45,1404.52,Route Reassigned,64,WH-HFX-003,DRV00291
INC012956,SHP002270,TRK8726870110,Canada Post,Toronto,Montreal,Failed Delivery Attempt,Medium,Resolved,2026-05-12 06:00:00,2,Rain,Low,14.8,1353.52,Route Reassigned,71,WH-CGY-004,DRV00222
INC012266,SHP072879,TRK9775372354,Purolator,Halifax,Moncton,Damaged Shipment,Low,Resolved,2026-02-15 23:00:00,48,Rain,Low,38.95,1440.17,Customer Notified,53,WH-CGY-004,DRV01632
INC009807,SHP076259,TRK8079867225,Canada Post,Calgary,Edmonton,Lost Package,Medium,Resolved,2026-06-05 05:00:00,24,Rain,Medium,30.85,2367.68,Delivery Rescheduled,76,WH-OTT-006,DRV01024
INC011944,SHP043586,TRK4374123999,Canada Post,Vancouver,Kelowna,Lost Package,Critical,Resolved,2026-01-30 00:00:00,2,Clear,Medium,8.8,1299.57,Customer Notified,74,WH-VAN-005,DRV01129
INC014036,SHP004527,TRK5689945751,Canada Post,Toronto,Montreal,Weather Delay,Critical,Resolved,2026-03-11 10:00:00,2,Fog,High,30.3,782.24,Route Reassigned,4,WH-OTT-006,DRV01909
INC005970,SHP022991,TRK3345720569,UPS,Calgary,Edmonton,Traffic Disruption,Low,Resolved,2026-03-30 06:00:00,4,Clear,Low,5.35,1985.34,Route Reassigned,9,WH-OTT-006,DRV02353
INC008831,SHP003909,TRK9283893163,Canada Post,Ottawa,Toronto,Traffic Disruption,High,Under Investigation,2026-01-13 15:00:00,4,Rain,Medium,20.35,538.97,Shipment Reprocessed,42,WH-HFX-003,DRV00024
INC003562,SHP026190,TRK2854658571,DHL,Vancouver,Kelowna,Traffic Disruption,Medium,Resolved,2026-02-15 02:00:00,24,Rain,High,38.35,1278.29,Shipment Reprocessed,25,WH-TOR-001,DRV00162
INC014372,SHP013549,TRK1481456747,FedEx,Vancouver,Kelowna,Weather Delay,Medium,Escalated,2026-03-25 04:00:00,1,Cloudy,Low,7.28,2333.01,Shipment Reprocessed,14,WH-MTL-002,DRV01852
INC021505,SHP022706,TRK8195173692,UPS,Halifax,Moncton,Warehouse Processing Delay,High,Resolved,2026-02-04 02:00:00,8,Clear,Low,7.45,2479.5,Route Reassigned,82,WH-TOR-001,DRV00217
INC014397,SHP077699,TRK5350918521,DHL,Toronto,Montreal,Warehouse Processing Delay,Low,Escalated,2026-02-22 12:00:00,8,Clear,Medium,11.95,1963.84,Route Reassigned,83,WH-OTT-006,DRV00551
INC005303,SHP064265,TRK5029522839,UPS,Ottawa,Toronto,Address Issue,Medium,Resolved,2026-04-07 21:00:00,2,Snow,Medium,28.05,1567.67,Customer Notified,36,WH-OTT-006,DRV01305
INC004584,SHP064450,TRK9142851020,FedEx,Halifax,Moncton,Damaged Shipment,Medium,Resolved,2026-04-10 09:00:00,1,Rain,Medium,18.77,737.34,Customer Notified,93,WH-OTT-006,DRV00870
INC011592,SHP030237,TRK8894515445,UPS,Vancouver,Kelowna,Customs Hold,Medium,Open,2026-05-29 22:00:00,0,Snow,Severe,42.0,332.77,Warehouse Escalation,53,WH-HFX-003,DRV02013
INC024481,SHP065761,TRK9650776070,DHL,Ottawa,Toronto,Traffic Disruption,Low,Resolved,2026-03-03 00:00:00,12,Snow,Severe,48.3,560.94,Delivery Rescheduled,14,WH-MTL-002,DRV01095
INC014221,SHP055415,TRK8993477051,UPS,Ottawa,Toronto,Mechanical Failure,High,Resolved,2026-06-22 19:00:00,4,Snow,Low,24.6,1576.37,Delivery Rescheduled,8,WH-VAN-005,DRV00536
INC000191,SHP039779,TRK7057551985,UPS,Ottawa,Toronto,Damaged Shipment,Low,Escalated,2026-04-03 05:00:00,8,Rain,Low,17.95,2074.2,Refund Issued,6,WH-OTT-006,DRV00624
INC011772,SHP094322,TRK2934788466,FedEx,Calgary,Edmonton,Weather Delay,Medium,Open,2026-05-18 19:00:00,12,Rain,Low,20.05,1553.53,Refund Issued,7,WH-TOR-001,DRV01653
INC023240,SHP031660,TRK7990894114,Canada Post,Calgary,Edmonton,Traffic Disruption,Low,Resolved,2026-01-09 10:00:00,1,Clear,Low,3.78,1679.31,Warehouse Escalation,25,WH-CGY-004,DRV00152
INC006504,SHP086339,TRK2869451880,FedEx,Halifax,Moncton,Mechanical Failure,Low,Resolved,2026-05-02 00:00:00,8,Clear,Low,7.45,541.67,Delivery Rescheduled,28,WH-MTL-002,DRV00989
INC003627,SHP025664,TRK2178624525,Purolator,Ottawa,Toronto,Traffic Disruption,Medium,Resolved,2026-01-14 17:00:00,1,Clear,High,15.78,97.58,Driver Reassigned,44,WH-MTL-002,DRV00356
INC006212,SHP038904,TRK4606164775,Purolator,Halifax,Moncton,Traffic Disruption,Medium,Resolved,2026-05-13 10:00:00,1,Cloudy,High,19.27,1130.01,Customer Notified,4,WH-OTT-006,DRV00448
INC009336,SHP032837,TRK6426785841,Purolator,Halifax,Moncton,Damaged Shipment,Medium,Resolved,2026-05-30 08:00:00,2,Clear,Medium,8.8,2406.22,Warehouse Escalation,69,WH-VAN-005,DRV02487
INC001320,SHP014022,TRK7794829416,UPS,Vancouver,Kelowna,Lost Package,High,Escalated,2026-01-21 10:00:00,4,Clear,Medium,9.85,185.13,Driver Reassigned,39,WH-CGY-004,DRV02044
INC004381,SHP049999,TRK6128606340,Purolator,Ottawa,Toronto,Customs Hold,High,Escalated,2026-05-08 10:00:00,1,Rain,Low,14.28,1052.63,Driver Reassigned,51,WH-HFX-003,DRV00223
INC012929,SHP050832,TRK9583550209,DHL,Toronto,Montreal,Failed Delivery Attempt,Low,Resolved,2026-04-21 05:00:00,12,Clear,Medium,14.05,2484.86,Driver Reassigned,57,WH-TOR-001,DRV02305
INC013798,SHP046293,TRK2138254891,UPS,Ottawa,Toronto,Weather Delay,Low,Escalated,2026-03-12 17:00:00,12,Rain,Low,20.05,1447.65,Driver Reassigned,11,WH-VAN-005,DRV00263
INC024377,SHP000787,TRK5581657450,FedEx,Ottawa,Toronto,Weather Delay,Low,Under Investigation,2026-06-06 02:00:00,1,Rain,High,26.28,264.66,Driver Reassigned,73,WH-TOR-001,DRV02322
INC010854,SHP071670,TRK4265954365,Canada Post,Ottawa,Toronto,Address Issue,Medium,Resolved,2026-03-02 22:00:00,1,Storm,High,43.78,818.07,Driver Reassigned,71,WH-CGY-004,DRV01977
INC001036,SHP024021,TRK4704099310,Purolator,Vancouver,Kelowna,Traffic Disruption,Critical,Resolved,2026-01-20 05:00:00,4,Clear,Low,5.35,1049.45,Shipment Reprocessed,30,WH-VAN-005,DRV00776
INC005254,SHP003853,TRK4261371500,Canada Post,Toronto,Montreal,Lost Package,Low,Resolved,2026-01-24 20:00:00,4,Rain,High,27.85,716.8,Driver Reassigned,73,WH-HFX-003,DRV01075
INC021831,SHP064748,TRK8885544140,FedEx,Calgary,Edmonton,Traffic Disruption,Medium,Resolved,2026-02-24 04:00:00,4,Clear,High,17.35,879.49,Customer Notified,85,WH-CGY-004,DRV00558
INC006521,SHP025909,TRK3020909673,UPS,Ottawa,Toronto,Damaged Shipment,Low,Resolved,2026-06-11 03:00:00,4,Rain,Low,15.85,271.58,Carrier Investigation,89,WH-VAN-005,DRV00612
INC015706,SHP030740,TRK3854778561,Purolator,Vancouver,Kelowna,Damaged Shipment,Low,Resolved,2026-01-28 12:00:00,48,Rain,Low,38.95,2422.62,Route Reassigned,74,WH-HFX-003,DRV00093
INC021799,SHP075979,TRK6953344046,DHL,Vancouver,Kelowna,Failed Delivery Attempt,Low,Resolved,2026-03-19 20:00:00,1,Rain,Low,14.28,351.09,Delivery Rescheduled,42,WH-VAN-005,DRV02421
INC008710,SHP011011,TRK6098507141,Purolator,Vancouver,Kelowna,Lost Package,Low,Escalated,2026-02-18 20:00:00,2,Rain,Low,14.8,1827.67,Carrier Investigation,3,WH-CGY-004,DRV00470
INC013799,SHP062330,TRK8414509843,UPS,Halifax,Moncton,Warehouse Processing Delay,High,Resolved,2026-03-10 22:00:00,8,Rain,Medium,22.45,1859.83,Refund Issued,43,WH-HFX-003,DRV02136
INC016026,SHP005928,TRK7086809948,UPS,Ottawa,Toronto,Traffic Disruption,Low,Resolved,2026-07-01 12:00:00,1,Snow,Medium,27.52,1600.17,Refund Issued,43,WH-VAN-005,DRV00589
INC018027,SHP038347,TRK1485636005,Purolator,Halifax,Moncton,Traffic Disruption,High,Resolved,2026-02-14 02:00:00,4,Rain,High,27.85,593.87,Warehouse Escalation,46,WH-HFX-003,DRV00069
INC016239,SHP077163,TRK7218523850,DHL,Ottawa,Toronto,Weather Delay,Critical,Escalated,2026-04-24 14:00:00,12,Cloudy,Medium,17.55,2070.99,Shipment Reprocessed,31,WH-VAN-005,DRV00947
INC022340,SHP082090,TRK2857433406,Purolator,Ottawa,Toronto,Lost Package,High,Open,2026-01-12 01:00:00,2,Fog,Low,18.3,2197.74,Carrier Investigation,20,WH-CGY-004,DRV00390
INC023407,SHP067583,TRK8810588505,UPS,Toronto,Montreal,Weather Delay,Medium,Under Investigation,2026-06-14 04:00:00,1,Rain,Medium,18.77,2027.09,Refund Issued,40,WH-HFX-003,DRV00793
INC004176,SHP052190,TRK2069706007,DHL,Halifax,Moncton,Customs Hold,High,Resolved,2026-04-10 22:00:00,72,Clear,Low,31.25,2273.39,Customer Notified,92,WH-OTT-006,DRV02006
INC010646,SHP037936,TRK6844930745,FedEx,Halifax,Moncton,Mechanical Failure,Low,Resolved,2026-04-13 12:00:00,4,Clear,Low,5.35,1558.63,Driver Reassigned,42,WH-TOR-001,DRV00751
INC024612,SHP039659,TRK5692821525,DHL,Vancouver,Kelowna,Damaged Shipment,Low,Resolved,2026-03-18 06:00:00,4,Snow,Medium,29.1,1783.8,Refund Issued,55,WH-MTL-002,DRV02151
INC013104,SHP033189,TRK1056719943,Canada Post,Halifax,Moncton,Weather Delay,Low,Escalated,2026-05-21 14:00:00,4,Clear,Medium,9.85,1697.96,Delivery Rescheduled,60,WH-OTT-006,DRV01398
INC016445,SHP094079,TRK9820972153,Purolator,Calgary,Edmonton,Mechanical Failure,Medium,Resolved,2026-04-26 06:00:00,12,Clear,Low,9.55,509.6,Warehouse Escalation,8,WH-TOR-001,DRV01745
INC023790,SHP067788,TRK1311911780,UPS,Calgary,Edmonton,Damaged Shipment,Low,Resolved,2026-03-16 15:00:00,2,Rain,High,26.8,1050.73,Driver Reassigned,50,WH-CGY-004,DRV01122
INC024311,SHP001312,TRK1569865054,DHL,Calgary,Edmonton,Traffic Disruption,Medium,Under Investigation,2026-03-11 17:00:00,1,Cloudy,Low,7.28,379.94,Route Reassigned,7,WH-VAN-005,DRV01405
INC012742,SHP007101,TRK8927825790,UPS,Halifax,Moncton,Failed Delivery Attempt,Low,Resolved,2026-04-20 23:00:00,2,Clear,Low,4.3,1043.42,Customer Notified,4,WH-VAN-005,DRV00119
INC004307,SHP038020,TRK9430462056,Canada Post,Ottawa,Toronto,Failed Delivery Attempt,Low,Resolved,2026-02-17 08:00:00,0,Snow,Severe,42.0,2498.23,Delivery Rescheduled,23,WH-CGY-004,DRV02384
INC003596,SHP021420,TRK6854691786,Canada Post,Ottawa,Toronto,Traffic Disruption,Low,Resolved,2026-05-13 14:00:00,8,Rain,Severe,37.45,1008.95,Refund Issued,79,WH-CGY-004,DRV00648
INC003535,SHP065192,TRK8748651362,Purolator,Calgary,Edmonton,Carrier Delay,Medium,Resolved,2026-05-25 17:00:00,8,Clear,Low,7.45,2106.52,Warehouse Escalation,91,WH-OTT-006,DRV01935
INC000694,SHP024637,TRK3253650383,DHL,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-01-05 17:00:00,4,Clear,Low,5.35,1133.16,Carrier Investigation,68,WH-OTT-006,DRV01047
INC004133,SHP091064,TRK7658754707,Purolator,Halifax,Moncton,Lost Package,Medium,Under Investigation,2026-01-17 01:00:00,2,Cloudy,Medium,12.3,2293.2,Warehouse Escalation,71,WH-MTL-002,DRV01951
INC005097,SHP000962,TRK5692489893,Canada Post,Vancouver,Kelowna,Carrier Delay,High,Escalated,2026-03-20 20:00:00,8,Rain,Low,17.95,1071.23,Driver Reassigned,25,WH-CGY-004,DRV01793
INC011277,SHP004902,TRK4381876078,FedEx,Calgary,Edmonton,Carrier Delay,Low,Resolved,2026-05-23 23:00:00,2,Rain,Severe,34.3,233.04,Driver Reassigned,92,WH-VAN-005,DRV00966
INC016385,SHP044966,TRK9720097292,Purolator,Toronto,Montreal,Weather Delay,Medium,Resolved,2026-01-17 11:00:00,48,Clear,High,40.45,2199.0,Carrier Investigation,56,WH-CGY-004,DRV00101
INC000448,SHP098928,TRK4269023997,UPS,Toronto,Montreal,Damaged Shipment,Medium,Under Investigation,2026-01-05 22:00:00,1,Rain,Low,14.28,2227.21,Delivery Rescheduled,24,WH-CGY-004,DRV02449
INC022428,SHP066181,TRK1906630214,UPS,Halifax,Moncton,Traffic Disruption,Medium,Resolved,2026-06-12 18:00:00,0,Storm,High,43.25,1224.98,Carrier Investigation,26,WH-HFX-003,DRV01479
INC007750,SHP067007,TRK3059594169,DHL,Halifax,Moncton,Lost Package,Medium,Resolved,2026-05-15 11:00:00,4,Fog,Medium,23.85,1166.94,Driver Reassigned,54,WH-HFX-003,DRV01456
INC001706,SHP000555,TRK2469679392,Canada Post,Toronto,Montreal,Lost Package,Low,Open,2026-03-21 10:00:00,2,Cloudy,Medium,12.3,1055.16,Refund Issued,82,WH-TOR-001,DRV00657
INC022227,SHP059021,TRK3792907555,DHL,Ottawa,Toronto,Mechanical Failure,Medium,Resolved,2026-03-01 20:00:00,1,Clear,Severe,23.28,1216.33,Route Reassigned,43,WH-VAN-005,DRV00679
INC011212,SHP000043,TRK6962567303,UPS,Vancouver,Kelowna,Mechanical Failure,Medium,Open,2026-01-20 03:00:00,8,Clear,High,19.45,2203.31,Carrier Investigation,38,WH-MTL-002,DRV00763
INC014080,SHP030388,TRK4177811035,UPS,Vancouver,Kelowna,Traffic Disruption,High,Resolved,2026-06-29 23:00:00,8,Storm,High,47.45,1488.6,Route Reassigned,77,WH-MTL-002,DRV00755
INC019566,SHP083631,TRK6112270486,FedEx,Halifax,Moncton,Mechanical Failure,Medium,Under Investigation,2026-03-03 10:00:00,4,Rain,Medium,20.35,920.88,Warehouse Escalation,15,WH-VAN-005,DRV00461
INC024165,SHP078083,TRK8995895746,UPS,Ottawa,Toronto,Customs Hold,High,Under Investigation,2026-01-12 14:00:00,8,Rain,Medium,22.45,1638.57,Warehouse Escalation,52,WH-TOR-001,DRV00470
INC000264,SHP011137,TRK4452897722,DHL,Toronto,Montreal,Traffic Disruption,High,Open,2026-04-26 18:00:00,24,Clear,Medium,20.35,2339.37,Shipment Reprocessed,87,WH-HFX-003,DRV00689
INC014233,SHP091800,TRK9938586991,Purolator,Halifax,Moncton,Weather Delay,High,Resolved,2026-06-22 07:00:00,4,Clear,Low,5.35,1731.19,Refund Issued,22,WH-VAN-005,DRV00754
INC015735,SHP034717,TRK2451132416,DHL,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-04-29 05:00:00,12,Rain,High,32.05,856.96,Route Reassigned,15,WH-HFX-003,DRV01950
INC009486,SHP025249,TRK2930338924,DHL,Toronto,Montreal,Carrier Delay,Low,Resolved,2026-04-12 10:00:00,1,Clear,Low,3.78,2066.15,Carrier Investigation,6,WH-HFX-003,DRV01296
INC009248,SHP090212,TRK7768471018,DHL,Ottawa,Toronto,Lost Package,High,Resolved,2026-01-29 20:00:00,8,Rain,Low,17.95,1279.86,Shipment Reprocessed,79,WH-CGY-004,DRV02418
INC015923,SHP064816,TRK1482873117,Canada Post,Calgary,Edmonton,Mechanical Failure,High,Resolved,2026-05-10 12:00:00,2,Cloudy,Medium,12.3,1670.25,Delivery Rescheduled,15,WH-TOR-001,DRV00164
INC024934,SHP080419,TRK9350449161,UPS,Ottawa,Toronto,Mechanical Failure,Medium,Resolved,2026-02-26 09:00:00,12,Rain,Low,20.05,1921.39,Carrier Investigation,15,WH-VAN-005,DRV00771
INC014056,SHP071321,TRK1676549655,FedEx,Halifax,Moncton,Weather Delay,Medium,Resolved,2026-05-15 07:00:00,4,Cloudy,Low,8.85,962.96,Carrier Investigation,12,WH-TOR-001,DRV02228
INC008119,SHP023494,TRK4543085301,FedEx,Calgary,Edmonton,Traffic Disruption,Low,Under Investigation,2026-07-02 07:00:00,24,Clear,Low,15.85,990.76,Route Reassigned,26,WH-HFX-003,DRV00343
INC020238,SHP092306,TRK8224088511,UPS,Vancouver,Kelowna,Damaged Shipment,Low,Open,2026-05-14 13:00:00,1,Clear,Low,3.78,999.81,Warehouse Escalation,63,WH-CGY-004,DRV01594
INC004997,SHP096270,TRK3519335669,Purolator,Toronto,Montreal,Traffic Disruption,Low,Resolved,2026-03-05 10:00:00,12,Cloudy,High,25.05,745.93,Carrier Investigation,89,WH-CGY-004,DRV00904
INC023897,SHP071417,TRK8237554522,FedEx,Toronto,Montreal,Lost Package,Critical,Under Investigation,2026-04-05 22:00:00,2,Rain,Medium,19.3,428.06,Delivery Rescheduled,74,WH-CGY-004,DRV01113
INC016753,SHP060476,TRK4246034792,Purolator,Calgary,Edmonton,Weather Delay,Low,Resolved,2026-01-01 17:00:00,8,Cloudy,Medium,15.45,1140.3,Carrier Investigation,34,WH-MTL-002,DRV01571
INC006124,SHP065242,TRK1921546316,Canada Post,Ottawa,Toronto,Warehouse Processing Delay,Medium,Open,2026-03-14 12:00:00,24,Rain,Medium,30.85,1883.34,Route Reassigned,93,WH-OTT-006,DRV02072
INC008175,SHP031499,TRK9237668310,UPS,Toronto,Montreal,Failed Delivery Attempt,High,Resolved,2026-06-21 15:00:00,8,Rain,High,29.95,1722.33,Shipment Reprocessed,37,WH-MTL-002,DRV01863
INC009213,SHP007962,TRK9660283341,DHL,Toronto,Montreal,Warehouse Processing Delay,High,Escalated,2026-01-10 08:00:00,4,Clear,High,17.35,259.94,Carrier Investigation,45,WH-CGY-004,DRV01712
INC003769,SHP067627,TRK4420737110,DHL,Calgary,Edmonton,Address Issue,Medium,Resolved,2026-04-20 21:00:00,4,Clear,Medium,9.85,875.73,Refund Issued,24,WH-HFX-003,DRV01169
INC008636,SHP058925,TRK1284160225,UPS,Vancouver,Kelowna,Warehouse Processing Delay,Medium,Open,2026-01-06 22:00:00,1,Clear,High,15.78,2024.77,Delivery Rescheduled,7,WH-TOR-001,DRV01426
INC022969,SHP087267,TRK5282113863,FedEx,Toronto,Montreal,Customs Hold,Low,Open,2026-03-29 04:00:00,1,Rain,Medium,18.77,664.78,Route Reassigned,52,WH-OTT-006,DRV02282
INC008106,SHP058518,TRK1588909124,DHL,Ottawa,Toronto,Damaged Shipment,Medium,Escalated,2026-06-06 17:00:00,1,Clear,High,15.78,606.93,Carrier Investigation,84,WH-HFX-003,DRV00205
INC021835,SHP065207,TRK2005097059,DHL,Vancouver,Kelowna,Traffic Disruption,High,Escalated,2026-05-01 09:00:00,24,Fog,High,41.85,1023.2,Route Reassigned,64,WH-TOR-001,DRV02028
INC014063,SHP045653,TRK4895819601,UPS,Vancouver,Kelowna,Weather Delay,Medium,Under Investigation,2026-03-29 00:00:00,8,Snow,High,38.7,1615.42,Driver Reassigned,29,WH-CGY-004,DRV00478
INC006502,SHP019851,TRK7988320459,DHL,Ottawa,Toronto,Customs Hold,Medium,Resolved,2026-01-26 05:00:00,1,Clear,Medium,8.28,1651.2,Warehouse Escalation,13,WH-VAN-005,DRV01495
INC015529,SHP036608,TRK6678852154,Purolator,Ottawa,Toronto,Address Issue,High,Resolved,2026-05-03 13:00:00,1,Clear,Medium,8.28,2477.69,Carrier Investigation,87,WH-MTL-002,DRV01220
INC023150,SHP081215,TRK6942738060,Purolator,Calgary,Edmonton,Failed Delivery Attempt,Medium,Under Investigation,2026-06-30 06:00:00,4,Rain,Medium,20.35,1929.25,Carrier Investigation,90,WH-MTL-002,DRV01245
INC003378,SHP043078,TRK6017437445,UPS,Calgary,Edmonton,Traffic Disruption,Low,Escalated,2026-06-24 04:00:00,48,Clear,Medium,32.95,2282.07,Carrier Investigation,94,WH-TOR-001,DRV01182
INC022976,SHP006927,TRK3673666665,Purolator,Vancouver,Kelowna,Weather Delay,Medium,Resolved,2026-02-17 16:00:00,12,Clear,Severe,29.05,1851.88,Route Reassigned,14,WH-OTT-006,DRV00966
INC023936,SHP093893,TRK8039727504,FedEx,Calgary,Edmonton,Weather Delay,Medium,Resolved,2026-03-02 19:00:00,1,Cloudy,Low,7.28,1821.62,Warehouse Escalation,3,WH-VAN-005,DRV00662
INC016461,SHP062408,TRK2122070253,UPS,Calgary,Edmonton,Traffic Disruption,Low,Resolved,2026-03-19 11:00:00,12,Snow,Low,28.8,2430.07,Warehouse Escalation,28,WH-CGY-004,DRV01193
INC020025,SHP052547,TRK1737386451,FedEx,Halifax,Moncton,Warehouse Processing Delay,Medium,Resolved,2026-05-29 11:00:00,2,Rain,High,26.8,2171.81,Carrier Investigation,85,WH-HFX-003,DRV01287
INC005938,SHP050650,TRK1363280958,FedEx,Calgary,Edmonton,Traffic Disruption,Medium,Under Investigation,2026-05-26 07:00:00,1,Snow,High,35.02,496.46,Refund Issued,32,WH-TOR-001,DRV01935
INC006183,SHP056279,TRK1707476532,UPS,Vancouver,Kelowna,Traffic Disruption,Low,Escalated,2026-05-10 16:00:00,8,Clear,Low,7.45,407.22,Carrier Investigation,90,WH-HFX-003,DRV01632
INC019373,SHP032475,TRK4321602409,Purolator,Toronto,Montreal,Failed Delivery Attempt,Low,Resolved,2026-02-18 00:00:00,8,Storm,Medium,39.95,1978.29,Warehouse Escalation,47,WH-VAN-005,DRV00284
INC020609,SHP040389,TRK2318611314,Purolator,Halifax,Moncton,Address Issue,Medium,Under Investigation,2026-01-08 06:00:00,8,Rain,Severe,37.45,1503.35,Shipment Reprocessed,18,WH-HFX-003,DRV00652
