shipment_id,tracking_number,carrier,origin,destination,distance_km,estimated_duration_hours,shipment_date,estimated_delivery_date,actual_delivery_date,shipment_status,delay_hours,package_weight_kg,package_type,shipping_cost_cad,priority_level,service_level,customer_type,weather_condition,traffic_level,warehouse_id,driver_id,fuel_cost_cad,delivery_cost_cad,delay_reason,on_time_delivery,route_risk_score,risk_category,delivery_performance
SHP060090,TRK4144424717,Purolator,Calgary,Edmonton,300.44,4.62,2026-01-10,2026-01-11,2026-01-11,Delivered,0,31.51,Large Parcel,79.56,Same-Day,Priority,Enterprise,Snow,Low,WH-MTL-002,DRV01231,112.86,192.42,None,1,22.5,Low,On Time
SHP057587,TRK3979087409,FedEx,Vancouver,Kelowna,390.79,6.06,2026-02-22,2026-02-23,2026-02-23,Delivered,0,16.99,Large Parcel,70.64,Same-Day,Two-Day,Enterprise,Snow,High,WH-CGY-004,DRV00033,116.51,187.15,None,1,34.5,Medium,On Time
SHP005073,TRK6627517917,Canada Post,Halifax,Moncton,265.46,4.13,2026-06-20,2026-06-21,2026-06-22,Delayed,24,39.41,Documents,90.04,Standard,Two-Day,Retail,Rain,Medium,WH-OTT-006,DRV02079,49.17,139.21,Traffic,0,30.85,Medium,Delayed
SHP024326,TRK3415877357,FedEx,Toronto,Montreal,543.55,8.66,2026-02-13,2026-02-15,2026-02-15,Delivered,0,0.48,Medium Parcel,70.92,Express,Overnight,Retail,Cloudy,Low,WH-CGY-004,DRV00011,171.09,242.01,None,1,6.75,Low,On Time
SHP051130,TRK7424793123,UPS,Calgary,Edmonton,300.44,4.62,2026-03-12,2026-03-13,2026-03-13,Delivered,0,36.99,Fragile,75.74,Express,Overnight,Business,Clear,High,WH-VAN-005,DRV02487,102.59,178.33,None,1,15.25,Low,On Time
SHP010287,TRK7949532785,FedEx,Halifax,Moncton,265.46,4.13,2026-01-14,2026-01-15,2026-01-15,Delivered,0,15.45,Documents,50.52,Same-Day,Priority,Business,Clear,Medium,WH-MTL-002,DRV02319,69.96,120.48,None,1,7.75,Low,On Time
SHP089345,TRK9811497813,DHL,Vancouver,Kelowna,390.79,6.06,2026-01-19,2026-01-20,2026-01-20,Delivered,0,34.14,Medium Parcel,90.56,Standard,Ground,Enterprise,Clear,Low,WH-VAN-005,DRV00697,101.78,192.34,None,1,3.25,Low,On Time
SHP093286,TRK4773414015,Purolator,Calgary,Edmonton,300.44,4.62,2026-04-30,2026-05-01,2026-05-01,Delivered,0,40.68,Small Parcel,76.45,Express,Priority,Business,Clear,Medium,WH-OTT-006,DRV02148,112.13,188.58,None,1,7.75,Low,On Time
SHP037316,TRK9047397979,Purolator,Calgary,Edmonton,300.44,4.62,2026-01-06,2026-01-07,2026-01-07,Delivered,0,25.99,Documents,63.25,Standard,Two-Day,Enterprise,Clear,Low,WH-OTT-006,DRV01337,117.09,180.34,None,1,3.25,Low,On Time
SHP079501,TRK6028201455,FedEx,Calgary,Edmonton,300.44,4.62,2026-02-07,2026-02-08,2026-02-08,Delivered,0,27.48,Electronics,70.93,Same-Day,Priority,Business,Rain,High,WH-CGY-004,DRV02094,114.88,185.81,None,1,25.75,Medium,On Time
SHP004476,TRK9548965232,Canada Post,Calgary,Edmonton,300.44,4.62,2026-02-19,2026-02-20,2026-02-20,Minor Delay,2,1.33,Documents,57.53,Same-Day,Overnight,Enterprise,Rain,Low,WH-HFX-003,DRV01571,85.49,143.02,Weather,0,14.8,Low,Slight Delay
SHP076721,TRK7525045715,DHL,Ottawa,Toronto,404.47,6.65,2026-02-08,2026-02-09,2026-02-09,Delivered,0,14.04,Documents,57.53,Express,Overnight,Business,Clear,Low,WH-VAN-005,DRV00291,82.21,139.74,None,1,3.25,Low,On Time
SHP013934,TRK8699792606,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-04-08,2026-04-09,2026-04-09,Delivered,0,39.84,Documents,89.26,Standard,Two-Day,Retail,Cloudy,Medium,WH-OTT-006,DRV01923,97.55,186.81,None,1,11.25,Low,On Time
SHP046519,TRK8404430304,UPS,Vancouver,Kelowna,390.79,6.06,2026-01-08,2026-01-09,2026-01-09,Delivered,0,43.97,Medium Parcel,85.77,Standard,Overnight,Enterprise,Fog,Medium,WH-VAN-005,DRV01940,115.24,201.01,None,1,21.75,Low,On Time
SHP013343,TRK4270073176,UPS,Calgary,Edmonton,300.44,4.62,2026-05-01,2026-05-02,2026-05-02,Minor Delay,1,36.35,Documents,90.54,Express,Ground,Retail,Clear,Low,WH-HFX-003,DRV02298,60.94,151.48,Traffic,0,3.78,Low,Slight Delay
SHP008754,TRK1245019229,Purolator,Ottawa,Toronto,404.47,6.65,2026-04-05,2026-04-06,2026-04-06,Delivered,0,26.97,Documents,72.56,Standard,Priority,Retail,Clear,Medium,WH-HFX-003,DRV01281,135.49,208.05,None,1,7.75,Low,On Time
SHP023712,TRK6340809451,UPS,Toronto,Montreal,543.55,8.66,2026-03-01,2026-03-03,2026-03-03,Delivered,0,25.78,Electronics,91.44,Standard,Ground,Business,Cloudy,Severe,WH-OTT-006,DRV00732,159.05,250.49,None,1,26.25,Medium,On Time
SHP090552,TRK6504946783,Canada Post,Ottawa,Toronto,404.47,6.65,2026-06-04,2026-06-05,2026-06-05,Delivered,0,39.09,Fragile,82.4,Same-Day,Two-Day,Business,Clear,Low,WH-MTL-002,DRV00057,140.86,223.26,None,1,3.25,Low,On Time
SHP003320,TRK8463608182,FedEx,Toronto,Montreal,543.55,8.66,2026-02-08,2026-02-10,2026-02-10,Delivered,0,20.08,Medium Parcel,78.4,Same-Day,Overnight,Enterprise,Fog,High,WH-TOR-001,DRV00455,190.13,268.53,None,1,29.25,Medium,On Time
SHP030618,TRK5276563644,Canada Post,Halifax,Moncton,265.46,4.13,2026-06-22,2026-06-23,2026-06-23,Delivered,0,38.32,Small Parcel,71.32,Express,Two-Day,Business,Clear,Low,WH-HFX-003,DRV02370,99.16,170.48,None,1,3.25,Low,On Time
SHP033006,TRK9874194057,UPS,Calgary,Edmonton,300.44,4.62,2026-03-04,2026-03-05,2026-03-05,Delivered,0,5.87,Large Parcel,64.31,Standard,Overnight,Enterprise,Cloudy,Medium,WH-OTT-006,DRV02063,58.09,122.4,None,1,11.25,Low,On Time
SHP024330,TRK9845130924,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-03-10,2026-03-11,2026-03-11,Delivered,0,0.98,Electronics,53.29,Standard,Priority,Business,Clear,High,WH-CGY-004,DRV02272,129.49,182.78,None,1,15.25,Low,On Time
SHP080098,TRK7800667605,Canada Post,Toronto,Montreal,543.55,8.66,2026-02-08,2026-02-10,2026-02-10,Minor Delay,1,16.87,Documents,73.64,Standard,Overnight,Business,Fog,Low,WH-HFX-003,DRV00873,117.7,191.34,Weather,0,17.77,Low,Slight Delay
SHP092133,TRK7807225849,DHL,Ottawa,Toronto,404.47,6.65,2026-02-02,2026-02-03,2026-02-03,Delivered,0,17.13,Electronics,79.18,Express,Priority,Enterprise,Clear,Low,WH-VAN-005,DRV01395,85.68,164.86,None,1,3.25,Low,On Time
SHP070477,TRK6677728215,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-27,2026-05-28,2026-05-28,Delivered,0,23.03,Small Parcel,58.52,Same-Day,Priority,Business,Clear,Medium,WH-MTL-002,DRV00598,101.95,160.47,None,1,7.75,Low,On Time
SHP029038,TRK2997093852,Purolator,Halifax,Moncton,265.46,4.13,2026-03-29,2026-03-30,2026-03-30,Delivered,0,30.31,Large Parcel,81.97,Same-Day,Two-Day,Enterprise,Clear,Medium,WH-OTT-006,DRV02025,60.91,142.88,None,1,7.75,Low,On Time
SHP088920,TRK3834220991,UPS,Calgary,Edmonton,300.44,4.62,2026-01-26,2026-01-27,2026-01-27,Delivered,0,22.86,Small Parcel,64.76,Same-Day,Ground,Enterprise,Rain,Low,WH-TOR-001,DRV01583,122.67,187.43,None,1,13.75,Low,On Time
SHP077223,TRK6083699643,UPS,Toronto,Montreal,543.55,8.66,2026-02-17,2026-02-19,2026-02-19,Delivered,0,38.89,Small Parcel,94.41,Standard,Ground,Retail,Clear,High,WH-MTL-002,DRV00446,196.02,290.43,None,1,15.25,Low,On Time
SHP013205,TRK7746901937,FedEx,Vancouver,Kelowna,390.79,6.06,2026-02-27,2026-02-28,2026-02-28,Delivered,0,1.44,Fragile,65.96,Same-Day,Overnight,Enterprise,Rain,Medium,WH-HFX-003,DRV02019,157.76,223.72,None,1,18.25,Low,On Time
SHP039234,TRK8048731275,FedEx,Vancouver,Kelowna,390.79,6.06,2026-01-30,2026-01-31,2026-01-31,Delivered,0,32.99,Medium Parcel,91.96,Express,Two-Day,Retail,Clear,Low,WH-VAN-005,DRV02279,115.7,207.66,None,1,3.25,Low,On Time
SHP091817,TRK6603779029,FedEx,Vancouver,Kelowna,390.79,6.06,2026-03-12,2026-03-13,2026-03-13,Minor Delay,8,43.03,Medium Parcel,94.54,Same-Day,Priority,Retail,Storm,Medium,WH-TOR-001,DRV02113,109.25,203.79,Address Issue,0,39.95,Medium,Slight Delay
SHP067142,TRK7582815848,UPS,Toronto,Montreal,543.55,8.66,2026-02-10,2026-02-12,2026-02-12,Minor Delay,2,31.29,Fragile,101.7,Express,Two-Day,Retail,Rain,Medium,WH-OTT-006,DRV01025,153.6,255.3,Carrier Delay,0,19.3,Low,Slight Delay
SHP011779,TRK2065379986,DHL,Calgary,Edmonton,300.44,4.62,2026-03-18,2026-03-19,2026-03-19,Delivered,0,30.3,Electronics,86.19,Express,Two-Day,Retail,Cloudy,Medium,WH-VAN-005,DRV02354,89.74,175.93,None,1,11.25,Low,On Time
SHP085083,TRK2465363386,DHL,Vancouver,Kelowna,390.79,6.06,2026-04-11,2026-04-12,2026-04-12,Delivered,0,25.12,Fragile,80.57,Express,Two-Day,Retail,Rain,Low,WH-HFX-003,DRV01372,95.96,176.53,None,1,13.75,Low,On Time
SHP048111,TRK5533871391,FedEx,Halifax,Moncton,265.46,4.13,2026-04-18,2026-04-19,2026-04-19,Delivered,0,41.11,Documents,72.13,Same-Day,Ground,Business,Cloudy,Medium,WH-MTL-002,DRV02281,74.12,146.25,None,1,11.25,Low,On Time
SHP049968,TRK5294400692,DHL,Toronto,Montreal,543.55,8.66,2026-01-14,2026-01-16,2026-01-16,Delivered,0,13.28,Small Parcel,80.1,Same-Day,Two-Day,Business,Clear,Low,WH-CGY-004,DRV02239,149.08,229.18,None,1,3.25,Low,On Time
SHP097957,TRK3407363502,UPS,Halifax,Moncton,265.46,4.13,2026-03-10,2026-03-11,2026-03-11,Delivered,0,33.25,Electronics,74.0,Same-Day,Priority,Retail,Clear,Medium,WH-TOR-001,DRV00067,58.73,132.73,None,1,7.75,Low,On Time
SHP031242,TRK9377381490,Canada Post,Toronto,Montreal,543.55,8.66,2026-01-13,2026-01-15,2026-01-15,Delivered,0,1.62,Medium Parcel,78.89,Same-Day,Ground,Enterprise,Rain,Low,WH-TOR-001,DRV00845,171.87,250.76,None,1,13.75,Low,On Time
SHP001030,TRK5555082726,FedEx,Calgary,Edmonton,300.44,4.62,2026-06-29,2026-06-30,2026-06-30,Minor Delay,2,7.58,Large Parcel,42.13,Standard,Priority,Retail,Storm,Medium,WH-TOR-001,DRV01142,61.43,103.56,Warehouse Delay,0,36.8,Medium,Slight Delay
SHP031562,TRK1102210675,FedEx,Halifax,Moncton,265.46,4.13,2026-03-14,2026-03-15,2026-03-15,Delivered,0,29.85,Large Parcel,69.37,Same-Day,Overnight,Enterprise,Clear,Medium,WH-TOR-001,DRV01564,84.66,154.03,None,1,7.75,Low,On Time
SHP083266,TRK6544918107,UPS,Ottawa,Toronto,404.47,6.65,2026-03-02,2026-03-03,2026-03-03,Delivered,0,40.33,Medium Parcel,83.3,Standard,Two-Day,Enterprise,Rain,Low,WH-OTT-006,DRV01728,93.73,177.03,None,1,13.75,Low,On Time
SHP026863,TRK5279262608,Purolator,Ottawa,Toronto,404.47,6.65,2026-05-30,2026-05-31,2026-05-31,Delivered,0,9.55,Small Parcel,75.39,Standard,Priority,Enterprise,Clear,Medium,WH-MTL-002,DRV00873,129.67,205.06,None,1,7.75,Low,On Time
SHP056656,TRK3881825134,FedEx,Vancouver,Kelowna,390.79,6.06,2026-05-31,2026-06-01,2026-06-01,Delivered,0,36.9,Small Parcel,74.57,Standard,Two-Day,Retail,Snow,Low,WH-HFX-003,DRV00377,120.36,194.93,None,1,22.5,Low,On Time
SHP031346,TRK3654862079,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-10,2026-05-11,2026-05-11,Delivered,0,22.98,Electronics,80.31,Same-Day,Overnight,Business,Clear,High,WH-OTT-006,DRV02413,77.85,158.16,None,1,15.25,Low,On Time
SHP017146,TRK1010829761,DHL,Calgary,Edmonton,300.44,4.62,2026-06-29,2026-06-30,2026-07-02,Critical Delay,48,38.37,Electronics,81.46,Express,Overnight,Retail,Snow,Medium,WH-CGY-004,DRV00092,84.28,165.74,Traffic,0,52.2,High,Severely Delayed
SHP054342,TRK3675009013,FedEx,Calgary,Edmonton,300.44,4.62,2026-06-11,2026-06-12,2026-06-12,Delivered,0,2.03,Medium Parcel,54.73,Express,Ground,Business,Cloudy,Medium,WH-HFX-003,DRV01853,103.16,157.89,None,1,11.25,Low,On Time
SHP036815,TRK8567613520,Purolator,Ottawa,Toronto,404.47,6.65,2026-05-09,2026-05-10,2026-05-10,Delivered,0,1.08,Electronics,52.73,Express,Priority,Business,Clear,Medium,WH-CGY-004,DRV01341,80.45,133.18,None,1,7.75,Low,On Time
SHP064390,TRK6365949876,DHL,Calgary,Edmonton,300.44,4.62,2026-02-26,2026-02-27,2026-02-27,Delivered,0,18.06,Small Parcel,72.08,Express,Ground,Retail,Clear,Medium,WH-CGY-004,DRV00712,74.91,146.99,None,1,7.75,Low,On Time
SHP076903,TRK7614604230,Canada Post,Ottawa,Toronto,404.47,6.65,2026-03-14,2026-03-15,2026-03-15,Delivered,0,26.59,Medium Parcel,80.48,Same-Day,Priority,Business,Rain,Low,WH-VAN-005,DRV00731,166.17,246.65,None,1,13.75,Low,On Time
SHP003377,TRK7768578366,DHL,Toronto,Montreal,543.55,8.66,2026-01-17,2026-01-19,2026-01-19,Delivered,0,1.93,Medium Parcel,59.24,Same-Day,Overnight,Enterprise,Fog,Low,WH-MTL-002,DRV00001,136.96,196.2,None,1,17.25,Low,On Time
SHP046588,TRK4335898722,UPS,Halifax,Moncton,265.46,4.13,2026-04-09,2026-04-10,2026-04-10,Delivered,0,25.97,Medium Parcel,75.88,Same-Day,Priority,Enterprise,Clear,Medium,WH-OTT-006,DRV01777,94.83,170.71,None,1,7.75,Low,On Time
SHP045985,TRK7288985708,UPS,Ottawa,Toronto,404.47,6.65,2026-04-27,2026-04-28,2026-04-28,Delivered,0,42.82,Electronics,95.16,Same-Day,Priority,Enterprise,Cloudy,Medium,WH-MTL-002,DRV02345,78.9,174.06,None,1,11.25,Low,On Time
SHP020496,TRK4795582917,UPS,Calgary,Edmonton,300.44,4.62,2026-02-17,2026-02-18,2026-02-18,Delivered,0,3.94,Small Parcel,47.88,Express,Two-Day,Business,Cloudy,Low,WH-CGY-004,DRV01408,71.15,119.03,None,1,6.75,Low,On Time
SHP099541,TRK3039029178,Purolator,Calgary,Edmonton,300.44,4.62,2026-02-06,2026-02-07,2026-02-07,Minor Delay,8,6.84,Large Parcel,47.87,Standard,Two-Day,Enterprise,Cloudy,Medium,WH-VAN-005,DRV00991,104.89,152.76,Weather,0,15.45,Low,Slight Delay
SHP052246,TRK1596314628,Purolator,Toronto,Montreal,543.55,8.66,2026-05-07,2026-05-09,2026-05-09,Delivered,0,36.75,Large Parcel,97.09,Express,Ground,Enterprise,Clear,Low,WH-MTL-002,DRV00797,146.09,243.18,None,1,3.25,Low,On Time
SHP021892,TRK2849630591,UPS,Vancouver,Kelowna,390.79,6.06,2026-04-09,2026-04-10,2026-04-10,Delivered,0,44.22,Electronics,84.07,Express,Priority,Enterprise,Clear,Low,WH-MTL-002,DRV00291,132.0,216.07,None,1,3.25,Low,On Time
SHP044685,TRK6330796833,DHL,Toronto,Montreal,543.55,8.66,2026-01-27,2026-01-29,2026-01-29,Delivered,0,4.47,Medium Parcel,58.61,Express,Overnight,Retail,Rain,Medium,WH-HFX-003,DRV00381,213.33,271.94,None,1,18.25,Low,On Time
SHP079793,TRK9458887686,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-21,2026-05-22,2026-05-22,Delivered,0,15.78,Small Parcel,52.78,Standard,Priority,Retail,Cloudy,Medium,WH-CGY-004,DRV01352,97.09,149.87,None,1,11.25,Low,On Time
SHP068729,TRK4095261145,Purolator,Ottawa,Toronto,404.47,6.65,2026-05-26,2026-05-27,2026-05-27,Delivered,0,6.37,Electronics,53.82,Same-Day,Ground,Business,Clear,Medium,WH-TOR-001,DRV00549,140.16,193.98,None,1,7.75,Low,On Time
SHP077174,TRK7119826791,Canada Post,Calgary,Edmonton,300.44,4.62,2026-04-15,2026-04-16,2026-04-16,Delivered,0,27.79,Medium Parcel,75.83,Express,Priority,Enterprise,Cloudy,Medium,WH-HFX-003,DRV00973,125.31,201.14,None,1,11.25,Low,On Time
SHP042722,TRK4068961069,FedEx,Ottawa,Toronto,404.47,6.65,2026-02-27,2026-02-28,2026-02-28,Delivered,0,28.25,Electronics,81.29,Same-Day,Two-Day,Business,Cloudy,Medium,WH-CGY-004,DRV01567,99.16,180.45,None,1,11.25,Low,On Time
SHP002228,TRK4390886046,Canada Post,Toronto,Montreal,543.55,8.66,2026-01-28,2026-01-30,2026-01-30,Minor Delay,2,17.32,Electronics,73.07,Standard,Two-Day,Retail,Rain,Low,WH-HFX-003,DRV00295,135.68,208.75,Weather,0,14.8,Low,Slight Delay
SHP023880,TRK8166772751,DHL,Toronto,Montreal,543.55,8.66,2026-05-29,2026-05-31,2026-05-31,Delivered,0,35.88,Medium Parcel,103.35,Same-Day,Priority,Enterprise,Rain,Low,WH-VAN-005,DRV02011,179.88,283.23,None,1,13.75,Low,On Time
SHP037293,TRK2440375510,Canada Post,Ottawa,Toronto,404.47,6.65,2026-05-30,2026-05-31,2026-05-31,Delivered,0,34.74,Large Parcel,93.94,Same-Day,Priority,Retail,Clear,Low,WH-CGY-004,DRV00524,108.49,202.43,None,1,3.25,Low,On Time
SHP069970,TRK8995746990,DHL,Calgary,Edmonton,300.44,4.62,2026-01-15,2026-01-16,2026-01-16,Minor Delay,1,16.31,Small Parcel,51.0,Same-Day,Ground,Retail,Clear,Low,WH-OTT-006,DRV00444,103.72,154.72,Traffic,0,3.78,Low,Slight Delay
SHP078294,TRK6713259454,UPS,Calgary,Edmonton,300.44,4.62,2026-03-28,2026-03-29,2026-03-29,Delivered,0,25.64,Electronics,73.62,Express,Priority,Enterprise,Cloudy,Medium,WH-HFX-003,DRV00208,55.13,128.75,None,1,11.25,Low,On Time
SHP095125,TRK4809750423,FedEx,Calgary,Edmonton,300.44,4.62,2026-02-11,2026-02-12,2026-02-12,Delivered,0,31.96,Medium Parcel,72.22,Same-Day,Two-Day,Business,Clear,Severe,WH-VAN-005,DRV00417,61.23,133.45,None,1,22.75,Low,On Time
SHP018754,TRK5557264421,UPS,Halifax,Moncton,265.46,4.13,2026-06-09,2026-06-10,2026-06-10,Delivered,0,34.33,Fragile,85.02,Express,Overnight,Business,Clear,Low,WH-HFX-003,DRV00801,54.0,139.02,None,1,3.25,Low,On Time
SHP024910,TRK1500340984,FedEx,Ottawa,Toronto,404.47,6.65,2026-02-10,2026-02-11,2026-02-11,Delivered,0,41.84,Electronics,99.8,Same-Day,Ground,Retail,Clear,Low,WH-HFX-003,DRV02096,149.75,249.55,None,1,3.25,Low,On Time
SHP095184,TRK2692116357,UPS,Halifax,Moncton,265.46,4.13,2026-01-05,2026-01-06,2026-01-06,Delivered,0,32.3,Large Parcel,65.52,Same-Day,Ground,Business,Fog,Medium,WH-HFX-003,DRV02437,93.65,159.17,None,1,21.75,Low,On Time
SHP081461,TRK4959777006,Purolator,Toronto,Montreal,543.55,8.66,2026-01-18,2026-01-20,2026-01-20,Delivered,0,41.93,Large Parcel,90.6,Same-Day,Two-Day,Retail,Cloudy,Low,WH-CGY-004,DRV00860,152.95,243.55,None,1,6.75,Low,On Time
SHP091251,TRK1406860800,FedEx,Ottawa,Toronto,404.47,6.65,2026-05-14,2026-05-15,2026-05-15,Delivered,0,6.49,Fragile,74.1,Standard,Overnight,Retail,Clear,Low,WH-MTL-002,DRV00127,169.68,243.78,None,1,3.25,Low,On Time
SHP054077,TRK6258627408,UPS,Ottawa,Toronto,404.47,6.65,2026-05-04,2026-05-05,2026-05-05,Delivered,0,38.27,Documents,95.36,Express,Overnight,Retail,Rain,Medium,WH-HFX-003,DRV00367,87.34,182.7,None,1,18.25,Low,On Time
SHP010318,TRK1716118019,Canada Post,Ottawa,Toronto,404.47,6.65,2026-06-27,2026-06-28,2026-06-28,Delivered,0,31.27,Documents,83.86,Express,Priority,Enterprise,Clear,High,WH-TOR-001,DRV02293,96.24,180.1,None,1,15.25,Low,On Time
SHP033115,TRK4031485325,DHL,Toronto,Montreal,543.55,8.66,2026-06-03,2026-06-05,2026-06-05,Delivered,0,33.01,Fragile,87.0,Same-Day,Two-Day,Enterprise,Clear,Severe,WH-MTL-002,DRV02178,223.23,310.23,None,1,22.75,Low,On Time
SHP046408,TRK5438593898,DHL,Ottawa,Toronto,404.47,6.65,2026-03-28,2026-03-29,2026-03-29,Delivered,0,11.63,Documents,59.05,Standard,Priority,Business,Rain,Medium,WH-MTL-002,DRV01175,121.59,180.64,None,1,18.25,Low,On Time
SHP070102,TRK1553163443,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-15,2026-05-16,2026-05-16,Minor Delay,2,28.6,Small Parcel,81.25,Same-Day,Two-Day,Business,Rain,High,WH-MTL-002,DRV01408,87.99,169.24,Traffic,0,26.8,Medium,Slight Delay
SHP013630,TRK5999732666,DHL,Halifax,Moncton,265.46,4.13,2026-06-15,2026-06-16,2026-06-16,Delivered,0,13.62,Electronics,62.69,Same-Day,Overnight,Retail,Cloudy,Low,WH-HFX-003,DRV00140,79.75,142.44,None,1,6.75,Low,On Time
SHP034892,TRK5986044905,Purolator,Vancouver,Kelowna,390.79,6.06,2026-05-18,2026-05-19,2026-05-19,Delivered,0,12.84,Electronics,53.23,Standard,Overnight,Business,Clear,Low,WH-CGY-004,DRV01156,142.93,196.16,None,1,3.25,Low,On Time
SHP043475,TRK2624848624,FedEx,Ottawa,Toronto,404.47,6.65,2026-06-10,2026-06-11,2026-06-11,Delivered,0,35.72,Electronics,82.94,Same-Day,Overnight,Enterprise,Clear,Medium,WH-TOR-001,DRV00778,85.41,168.35,None,1,7.75,Low,On Time
SHP078677,TRK1544809228,DHL,Halifax,Moncton,265.46,4.13,2026-02-12,2026-02-13,2026-02-13,Delivered,0,11.61,Large Parcel,46.77,Same-Day,Priority,Enterprise,Cloudy,Low,WH-HFX-003,DRV00500,55.97,102.74,None,1,6.75,Low,On Time
SHP019726,TRK3924557959,FedEx,Ottawa,Toronto,404.47,6.65,2026-06-02,2026-06-03,2026-06-03,Minor Delay,4,8.11,Medium Parcel,69.4,Same-Day,Overnight,Business,Snow,Medium,WH-OTT-006,DRV01134,134.69,204.09,Carrier Delay,0,29.1,Medium,Slight Delay
SHP075814,TRK9089780274,Purolator,Halifax,Moncton,265.46,4.13,2026-02-06,2026-02-07,2026-02-07,Delivered,0,32.45,Small Parcel,71.16,Standard,Ground,Retail,Cloudy,High,WH-CGY-004,DRV01282,71.8,142.96,None,1,18.75,Low,On Time
SHP076972,TRK6853221109,Purolator,Halifax,Moncton,265.46,4.13,2026-06-19,2026-06-20,2026-06-20,Delivered,0,29.33,Documents,75.0,Standard,Priority,Enterprise,Clear,Low,WH-CGY-004,DRV01897,104.28,179.28,None,1,3.25,Low,On Time
SHP008681,TRK4760363408,UPS,Halifax,Moncton,265.46,4.13,2026-01-17,2026-01-18,2026-01-18,Delivered,0,41.91,Electronics,87.2,Express,Priority,Enterprise,Clear,Low,WH-OTT-006,DRV00065,47.89,135.09,None,1,3.25,Low,On Time
SHP074832,TRK6347734642,UPS,Ottawa,Toronto,404.47,6.65,2026-01-04,2026-01-05,2026-01-05,Delivered,0,19.33,Fragile,68.76,Same-Day,Priority,Retail,Fog,High,WH-VAN-005,DRV01901,163.01,231.77,None,1,29.25,Medium,On Time
SHP051840,TRK5586245231,DHL,Vancouver,Kelowna,390.79,6.06,2026-01-27,2026-01-28,2026-01-28,Minor Delay,2,28.15,Fragile,88.81,Express,Overnight,Business,Cloudy,Medium,WH-OTT-006,DRV01174,162.52,251.33,Traffic,0,12.3,Low,Slight Delay
SHP075318,TRK8488350990,UPS,Vancouver,Kelowna,390.79,6.06,2026-03-20,2026-03-21,2026-03-21,Delivered,0,8.0,Documents,72.57,Standard,Overnight,Business,Clear,Low,WH-CGY-004,DRV01307,157.27,229.84,None,1,3.25,Low,On Time
SHP036189,TRK5292954748,FedEx,Vancouver,Kelowna,390.79,6.06,2026-05-07,2026-05-08,2026-05-08,Minor Delay,1,2.72,Documents,52.28,Express,Priority,Enterprise,Fog,Low,WH-OTT-006,DRV01535,103.71,155.99,Mechanical Issue,0,17.77,Low,Slight Delay
SHP032119,TRK1130059937,Purolator,Halifax,Moncton,265.46,4.13,2026-06-02,2026-06-03,2026-06-03,Delayed,12,40.32,Large Parcel,85.74,Express,Priority,Enterprise,Rain,Low,WH-HFX-003,DRV01178,65.78,151.52,Warehouse Delay,0,20.05,Low,Delayed
SHP065237,TRK9161210704,UPS,Calgary,Edmonton,300.44,4.62,2026-02-12,2026-02-13,2026-02-13,Delivered,0,25.16,Large Parcel,79.29,Express,Two-Day,Retail,Fog,Medium,WH-CGY-004,DRV01903,84.6,163.89,None,1,21.75,Low,On Time
SHP054020,TRK4092398652,FedEx,Vancouver,Kelowna,390.79,6.06,2026-05-27,2026-05-28,2026-05-28,Delivered,0,42.47,Electronics,82.4,Standard,Overnight,Business,Cloudy,Medium,WH-OTT-006,DRV00180,141.62,224.02,None,1,11.25,Low,On Time
SHP007842,TRK6134574083,Purolator,Vancouver,Kelowna,390.79,6.06,2026-06-01,2026-06-02,2026-06-02,Delivered,0,33.67,Electronics,73.4,Same-Day,Priority,Retail,Clear,Low,WH-OTT-006,DRV00904,101.48,174.88,None,1,3.25,Low,On Time
SHP026813,TRK4490349600,UPS,Calgary,Edmonton,300.44,4.62,2026-06-22,2026-06-23,2026-06-23,Delivered,0,44.9,Electronics,88.04,Standard,Overnight,Retail,Fog,Medium,WH-HFX-003,DRV01597,84.14,172.18,None,1,21.75,Low,On Time
SHP068462,TRK4372221753,UPS,Ottawa,Toronto,404.47,6.65,2026-03-18,2026-03-19,2026-03-19,Minor Delay,1,14.03,Medium Parcel,74.85,Standard,Priority,Enterprise,Clear,Medium,WH-MTL-002,DRV01010,114.82,189.67,Weather,0,8.28,Low,Slight Delay
SHP037944,TRK2366918162,DHL,Calgary,Edmonton,300.44,4.62,2026-01-09,2026-01-10,2026-01-10,Delivered,0,2.63,Large Parcel,42.5,Express,Priority,Business,Clear,High,WH-OTT-006,DRV00808,101.86,144.36,None,1,15.25,Low,On Time
SHP065960,TRK9600064014,DHL,Calgary,Edmonton,300.44,4.62,2026-04-13,2026-04-14,2026-04-14,Delivered,0,27.99,Fragile,60.02,Standard,Overnight,Business,Rain,Low,WH-TOR-001,DRV01308,84.08,144.1,None,1,13.75,Low,On Time
SHP063732,TRK5008699272,DHL,Halifax,Moncton,265.46,4.13,2026-02-01,2026-02-02,2026-02-02,Minor Delay,1,44.64,Medium Parcel,94.31,Standard,Two-Day,Retail,Cloudy,Medium,WH-HFX-003,DRV02303,75.46,169.77,Traffic,0,11.78,Low,Slight Delay
